Spectators,Year,Month,Weekday,Date,Timevalue,Time,Won,Score,Homegame,Opponent,Winstreak,SeasonWins,SeasonLosses
6165,17,11,4,2017-11-17,2,18:30,1,3-2,1,IFK Helsinki,5,32,18
6002,17,11,1,2017-11-21,2,18:30,1,3-1,1,Tappara Tampere,6,33,18
3882,17,11,4,2017-11-24,2,18:30,1,2-3,0,Pelicans Lahti,7,34,18
3385,17,11,5,2017-11-25,1,17:00,1,3-4,0,KooKoo Kouvola,8,35,18
4454,17,11,1,2017-11-28,2,18:30,1,4-1,1,Jukurit Mikkeli,9,36,18
6183,17,12,5,2017-12-2,1,17:00,0,1-2,1,Porin Ässät,10,37,18
16000,17,12,1,2017-12-5,2,18:30,1,3-4,0,IFK Helsinki,0,37,19
2590,17,12,3,2017-12-7,2,18:30,1,1-3,0,Sport Vaasa,1,38,19
5446,17,12,5,2017-12-9,1,17:00,1,3-1,1,Lukko Rauma,2,39,19
3841,17,12,4,2017-12-15,2,18:30,0,3-1,0,Pelicans Lahti,3,40,19
5015,17,12,1,2017-12-19,2,18:30,0,0-1,1,JYP Jyväskylä,0,40,20
4402,17,12,1,2017-12-26,1,17:00,0,6-5,0,KalPa Kuopio,0,40,21
6614,17,12,3,2017-12-28,2,18:30,0,2-3,1,Tappara Tampere,0,40,22
3440,17,12,5,2017-12-30,1,17:00,1,1-2,0,Jukurit Mikkeli,0,40,23
4510,18,1,2,2018-1-3,2,18:30,1,4-5,0,Ilves Tampere,0,0,0
6282,18,1,5,2018-1-6,1,17:00,1,5-3,1,TPS Turku,1,1,0
4467,18,1,1,2018-1-9,2,18:30,1,0-5,0,Porin Ässät,2,2,0
3006,18,1,3,2018-1-11,2,18:30,1,1-2,0,Lukko Rauma,3,3,0
6024,18,1,5,2018-1-13,1,17:00,0,3-4,1,HPK Hämeenlinna,4,4,0
4398,18,1,1,2018-1-16,2,18:30,1,4-0,1,Ilves Tampere,0,4,1
6928,18,1,3,2018-1-18,2,18:30,1,2-4,0,IFK Helsinki,1,5,1
5587,18,1,5,2018-1-20,1,17:00,1,4-1,1,Pelicans Lahti,2,6,1
3052,18,1,4,2018-1-26,2,18:30,1,1-5,0,SaiPa Lappeenranta,3,7,1
3355,18,1,5,2018-1-27,1,17:00,1,3-5,0,KooKoo Kouvola,4,8,1
4591,18,1,1,2018-1-30,2,18:30,1,5-4,1,HPK Hämeenlinna,5,9,1
4591,18,2,3,2018-2-1,2,18:30,1,5-4,1,Porin Ässät,6,10,1
7874,18,2,5,2018-2-3,1,16:00,0,2-1,0,TPS Turku,7,11,1
4440,18,2,1,2018-2-6,2,18:30,1,4-2,1,Sport Vaasa,0,11,2
5001,18,2,4,2018-2-9,2,18:30,1,5-2,1,Jukurit Mikkeli,1,12,2
3936,18,2,1,2018-2-13,2,18:30,0,5-4,0,JYP Jyväskylä,2,13,2
5650,18,2,5,2018-2-17,1,17:00,0,3-4,1,SaiPa Lappeenranta,0,13,3
5005,18,2,1,2018-2-27,2,18:30,1,4-2,1,KooKoo Kouvola,0,13,4
8200,18,3,4,2018-3-2,2,18:30,0,3-2,0,IFK Helsinki,1,14,4
6614,18,3,5,2018-3-3,1,17:00,0,1-4,1,IFK Helsinki,0,14,5
6629,18,3,1,2018-3-6,2,18:30,0,5-1,0,Tappara Tampere,0,14,6
3705,18,3,3,2018-3-8,2,18:30,0,4-0,0,HPK Hämeenlinna,0,14,7
5780,18,3,5,2018-3-10,1,17:00,1,2-0,1,KalPa Kuopio,0,14,8
4537,18,3,1,2018-3-20,2,18:30,1,4-1,1,Porin Ässät,1,15,8
4704,18,3,3,2018-3-22,2,18:30,0,3-2,0,Porin Ässät,2,16,8
5927,18,3,5,2018-3-24,1,17:00,1,3-1,1,Porin Ässät,0,16,9
4889,18,3,0,2018-3-26,2,18:30,1,1-3,0,Porin Ässät,1,17,9
4793,18,3,2,2018-3-28,2,18:30,1,5-1,1,Porin Ässät,2,18,9
4447,18,4,1,2018-4-3,2,18:30,0,1-4,1,IFK Helsinki,3,19,9
7837,18,4,3,2018-4-5,2,18:30,1,3-4,0,IFK Helsinki,0,19,10
6425,18,4,5,2018-4-7,1,17:00,1,3-0,1,IFK Helsinki,1,20,10
8200,18,4,0,2018-4-9,2,18:30,0,4-1,0,IFK Helsinki,2,21,10
5094,18,4,2,2018-4-11,2,18:30,1,2-1,1,IFK Helsinki,0,21,11
8018,18,4,3,2018-4-12,2,18:30,0,4-3,0,IFK Helsinki,1,22,11
6593,18,4,5,2018-4-14,1,17:00,1,2-1,1,IFK Helsinki,0,22,12
5021,18,4,1,2018-4-17,2,18:30,1,3-0,1,Tappara Tampere,1,23,12
6485,18,4,5,2018-4-21,1,17:00,1,2-1,1,Tappara Tampere,2,24,12
7300,18,4,0,2018-4-23,2,18:30,0,2-0,0,Tappara Tampere,3,25,12
6550,18,4,1,2018-4-24,2,18:30,0,4-5,1,Tappara Tampere,0,25,13
7279,18,4,3,2018-4-26,2,18:30,1,0-1,0,Tappara Tampere,0,25,14
